BNP FP Equity,PX_LAST,6MO_PUT_IMP_VOL
2021656,48.44,44.295
2021657,48.54,44.295
2021658,48.14,44.295
2021659,47.56,44.295
2021660,47.84,44.295
2021661,47.81,44.295
2021662,47.33,44.295
2021663,47.11,44.295
2021664,47.06,44.295
2021665,47.18,44.295
2021666,47.2,44.295
2021667,47.7,44.295
2021668,47.34,44.295
2021669,47.55,44.295
2021670,48.19,44.295
2021671,47.66,44.295
2021672,47.11,44.295
2021673,48.02,44.295
2021674,47.6,44.295
2021675,47.12,44.295
2021676,47.33,44.295
2021677,48.75,44.295
2021678,48.32,44.295
2021679,48.59,44.295
2021680,48.24,44.295
2021681,47.59,44.295
2021682,47.16,44.295
2021683,47.49,44.295
2021684,47.27,44.295
2021685,47.09,44.295
2021686,47.44,44.295
2021687,47.18,44.295
2021688,47.01,44.295
2021689,46.92,44.295
2021690,46.66,44.295
2021691,46.54,44.295
2021692,46.95,44.295
2021693,47.8,44.295
2021694,47.89,44.295
2021695,48.35,44.295
2021696,49.04,44.295
2021697,49.79,44.295
2021698,50.22,44.295
2021699,50.56,44.295
2021700,50.62,44.295
2021701,50.23,44.295
2021702,49.75,44.295
2021703,49.94,44.295
2021704,50.18,44.295
2021705,50.63,44.295
2021706,50.65,44.295
2021707,50.35,44.295
2021708,50.97,44.295
2021709,51.18,44.295
2021710,51.23,44.295
2021711,50.39,44.295
2021712,49.92,44.295
2021713,49.94,44.295
2021714,49.47,44.295
2021715,49,44.295
2021716,47.41,44.295
2021717,48.38,44.295
2021718,48.29,44.295
2021719,47.37,44.295
2021720,47.5,44.295
2021721,47.22,44.295
2021722,47.66,44.295
2021723,47.9,44.295
2021724,48.46,44.295
2021725,48.43,44.295
2021726,48.78,44.295
2021727,48.68,44.295
2021728,48.79,44.295
2021729,48.64,44.295
2021730,48.62,44.295
2021731,49.11,44.295
2021732,49,44.295
2021733,48.5,44.295
2021734,47.13,44.295
2021735,46.52,44.295
2021736,46.8,44.295
2021737,46.84,44.295
2021738,47.18,44.295
2021739,47.17,44.295
2021740,47.13,44.295
2021741,46.91,44.295
2021742,46.19,44.295
2021743,46.33,44.295
2021744,46.81,44.295
2021745,46.27,44.295
2021746,46.17,44.295
2021747,45.89,44.295
2021748,45.05,44.295
2021749,44.4,44.295
2021750,44.13,44.295
2021751,44.62,44.295
2021752,44.99,44.295
2021753,45.1,44.295
2021754,44.74,44.295
2021755,44.55,44.295
2021756,45.8,44.295
2021757,45.4,44.295
2021758,45.62,44.295
2021759,45.95,44.295
2021760,45.66,44.295
2021761,45.89,44.295
2021762,46.06,44.295
2021763,46.13,44.295
2021764,46.42,44.295
2021765,46.65,44.295
2021766,46.91,44.295
2021767,47.38,44.295
2021768,47.9,44.295
2021769,47.97,44.295
2021770,47.6,44.295
2021771,47.4,44.295
2021772,47.65,44.295
2021773,47.96,44.295
2021774,48.23,44.295
2021775,47.52,44.295
2021776,46.97,44.295
2021777,46.75,44.295
2021778,46.44,44.295
2021779,46.96,44.295
2021780,47.03,44.295
2021781,47.05,44.295
2021782,47.13,44.295
2021783,47.36,44.295
2021784,46.67,44.295
2021785,46.61,44.295
2021786,46.16,44.295
2021787,46.19,44.295
2021788,47,44.295
2021789,46.31,44.295
2021790,45.9,44.295
2021791,45.38,44.295
2021792,44.89,44.295
2021793,42.89,44.295
2021794,42.92,44.295
2021795,41.99,44.295
2021796,42.64,44.295
2021797,42.8,44.295
2021798,42.03,44.295
2021799,42.49,44.295
2021800,42.82,44.295
2021801,42.49,44.295
2021802,43.27,44.295
2021803,43.25,44.295
2021804,43.13,44.295
2021805,43.4,44.295
2021806,42.84,44.295
2021807,42.69,44.295
2021808,42.53,44.295
2021809,42.49,44.295
2021810,42.1,44.295
2021811,42.67,44.295
2021812,41.84,44.295
2021813,41.73,44.295
2021814,41.82,44.295
2021815,41.71,44.295
2021816,42.09,44.295
2021817,41.89,44.295
2021818,42.09,44.295
2021819,42.11,44.295
2021820,42.84,44.295
2021821,42.62,44.295
2021822,42.66,44.295
2021823,42.26,44.295
2021824,41.61,44.295
2021825,41.46,44.295
2021826,41.45,44.295
2021827,41.57,44.295
2021828,41.26,44.295
2021829,41.2,44.295
2021830,41.01,44.295
2021831,40.91,44.295
2021832,41.24,44.295
2021833,42.36,44.295
2021834,42.07,44.295
2021835,42.6,44.295
2021836,43.36,44.295
2021837,43.6,44.295
2021838,44.05,44.295
2021839,43.85,44.295
2021840,43.22,44.295
2021841,43.06,44.295
2021842,42.75,44.295
2021843,43.16,44.295
2021844,43.05,44.295
2021845,42.87,44.295
2021846,41.59,44.295
2021847,41.16,44.295
2021848,41.04,44.295
2021849,40.67,44.295
2021850,40.67,44.295
2021851,40.35,44.295
2021852,40.5,44.295
2021853,40.97,44.295
2021854,41.2,44.295
2021855,41.15,44.295
2021856,41.12,44.295
2021857,41.51,44.295
2021858,41.14,44.295
2021859,41.15,44.295
2021860,40.59,44.295
2021861,40.05,44.295
2021862,40.09,44.295
2021863,40.26,44.295
2021864,40.44,44.295
2021865,40.35,44.295
2021866,39.92,44.295
2021867,40.05,44.295
2021868,40.06,44.295
2021869,40.04,44.295
2021870,40.59,44.295
2021871,40.78,44.295
2021872,41.01,44.295
2021873,41.06,44.295
2021874,41.91,44.295
2021875,42.98,44.295
2021876,43.15,44.295
2021877,43.19,44.295
2021878,43.27,44.295
2021879,43.23,44.295
2021880,43.1,44.295
2021881,41.71,44.295
2021882,41.14,44.295
2021883,41.13,44.295
2021884,41.26,44.295
2021885,41.39,44.295
2021886,41.03,44.295
2021887,40.48,44.295
2021888,40.54,44.295
2021889,40.73,44.295
2021890,39.72,44.295
2021891,39.5,44.295
2021892,39.17,44.295
2021893,39.34,44.295
2021894,39.25,44.295
2021895,38.95,44.295
2021896,38.56,44.295
2021897,38.22,44.295
2021898,37.63,44.295
2021899,36.76,44.295
2021900,37.31,44.295
2021901,37.1,44.295
2021902,37.57,44.295
2021903,36.51,44.295
2021904,36.5,44.295
2021905,36.6,44.295
2021906,36.88,44.295
2021907,36.77,44.295
2021908,36.74,44.295
2021909,36.99,44.295
2021910,37.03,44.295
2021911,36.69,44.295
2021912,36.08,44.295
2021913,36.58,44.295
2021914,36.44,44.295
2021915,36,44.295
2021916,35.76,44.295
2021917,35.83,44.295
2021918,35.06,44.295
2021919,35.44,44.295
2021920,35.04,44.295
2021921,35.1,44.295
2021922,35.88,44.295
2021923,35.68,44.295
2021924,35.41,44.295
2021925,35.43,44.295
2021926,35.11,44.295
2021927,35.49,44.295
2021928,34.71,44.295
2021929,34.36,44.295
2021930,33.06,44.295
2021931,32.91,44.295
2021932,31.97,44.295
2021933,32.19,44.295
2021934,33.16,44.295
2021935,33.39,44.295
2021936,32.91,44.295
2021937,32.11,44.295
2021938,32.09,44.295
2021939,32.35,44.295
2021940,31.18,44.295
2021941,31.26,44.295
2021942,30.69,44.295
2021943,30.5,44.295
2021944,31.16,44.295
2021945,31.24,44.295
2021946,30.93,44.295
2021947,30.75,44.295
2021948,32.24,44.295
2021949,32.19,44.295
2021950,32.35,44.295
2021951,32.27,44.295
2021952,32.61,44.295
2021953,32.74,44.295
2021954,32.93,44.295
2021955,32.99,44.295
2021956,34.09,44.295
2021957,32.78,44.295
2021958,33.61,44.295
2021959,33.47,44.295
2021960,32.85,44.295
2021961,32.9,44.295
2021962,32.74,44.295
2021963,34.02,44.295
2021964,33.59,44.295
2021965,33.54,44.295
2021966,33.49,44.295
2021967,32.42,44.295
2021968,32.35,44.295
2021969,31.74,44.295
2021970,32.55,44.295
2021971,33.13,44.295
2021972,32.28,44.295
2021973,31.53,44.295
2021974,32.05,44.295
2021975,32.44,44.295
2021976,32.75,44.295
2021977,31.98,44.295
2021978,33.32,44.295
2021979,33.57,44.295
2021980,33.42,44.295
2021981,33.68,44.295
2021982,32.91,44.295
2021983,33.18,44.295
2021984,33.92,44.295
2021985,34.15,44.295
2021986,34.98,44.295
2021987,35.65,44.295
2021988,35.53,44.295
2021989,35.56,44.295
2021990,35.22,44.295
2021991,35.36,44.295
2021992,34.17,44.295
2021993,33.51,44.295
2021994,34.29,44.295
2021995,34.06,44.295
2021996,34.47,44.295
2021997,34.69,44.295
2021998,35.04,44.295
2021999,35.69,44.295
2022000,35.7,44.295
2022001,34.97,44.295
2022002,34.06,44.295
2022003,32.94,44.295
2022004,32.86,44.295
2022005,32.78,44.295
2022006,33.49,44.295
2022007,33.22,44.295
2022008,33.72,44.295
2022009,34.41,44.295
2022010,34.74,44.295
2022011,35.22,44.295
2022012,35.51,44.295
2022013,35.22,44.295
2022014,35.17,44.295
2022015,35.28,44.295
2022016,34.98,44.295
2022017,35.45,44.295
2022018,36.65,44.295
2022019,37.07,44.295
2022020,37.71,44.295
2022021,38.33,44.295
2022022,38.76,44.295
2022023,38.07,44.295
2022024,37.31,44.295
2022025,37.01,44.295
2022026,37.11,44.295
2022027,37.72,44.295
2022028,37.55,44.295
2022029,37.98,44.295
2022030,38.18,44.295
2022031,37.89,44.295
2022032,37.09,44.295
2022033,37.05,44.295
2022034,35.94,44.295
2022035,36,44.295
2022036,35.43,44.295
2022037,35.99,44.295
2022038,35.81,44.295
2022039,36.36,44.295
2022040,35.91,44.295
2022041,35.31,44.295
2022042,35.6,44.295
2022043,35.22,44.295
2022044,34.54,44.295
2022045,34.74,44.295
2022046,34.98,44.295
2022047,35.04,44.295
2022048,35.09,44.295
2022049,35.12,44.295
2022050,34.71,44.295
2022051,34.66,44.295
2022052,35.66,44.295
2022053,35.44,44.295
2022054,34.82,44.295
2022055,34.66,44.295
2022056,35.23,44.295
2022057,35.29,44.295
2022058,34.94,44.295
2022059,34.9,44.295
2022060,34.7,44.295
2022061,34.61,44.295
2022062,35.24,44.295
2022063,35.86,44.295
2022064,35.17,44.295
2022065,34.86,44.295
2022066,34.61,44.295
2022067,34.36,44.295
2022068,34.96,44.295
2022069,35.2,44.295
2022070,35.47,44.295
2022071,35.74,44.295
2022072,35.55,44.295
2022073,36.15,44.295
2022074,36.55,44.295
2022075,36.86,44.295
2022076,36.49,44.295
2022077,36.16,44.295
2022078,36.26,44.295
2022079,36.15,44.295
2022080,36.12,44.295
2022081,36.38,44.295
2022082,36.69,44.295
2022083,36.11,44.295
2022084,35.98,44.295
2022085,35.66,44.295
2022086,35.66,44.295
2022087,36.45,44.295
2022088,36.46,44.295
2022089,36.51,44.295
2022090,36.46,44.295
2022091,36.22,44.295
2022092,35.26,44.295
2022093,35.82,44.295
2022094,36.38,44.295
2022095,34.95,44.295
2022096,34.32,44.295
2022097,34.2,44.295
2022098,33.93,44.295
2022099,34.6,44.295
2022100,34.14,44.295
2022101,33.68,44.295
2022102,34.28,44.295
2022103,33.39,44.295
2022104,33.63,44.295
2022105,34.49,44.295
2022106,34.64,44.295
2022107,34.42,44.295
2022108,34.48,44.295
2022109,34.77,44.295
2022110,34.02,44.295
2022111,34.44,44.295
2022112,34.24,44.295
2022113,34.14,44.295
2022114,34.67,44.295
2022115,34.85,44.295
2022116,34.86,44.295
2022117,34.69,44.295
2022118,35.03,44.295
2022119,36.06,44.295
2022120,36.05,44.295
2022121,37.12,44.295
2022122,37.83,44.295
2022123,37.62,44.295
2022124,37.56,44.295
2022125,38.52,44.295
2022126,37.87,44.295
2022127,37.26,44.295
2022128,37.2,44.295
2022129,38,44.295
2022130,38.47,44.295
2022131,37.37,44.295
2022132,37.14,44.295
2022133,36.95,44.295
2022134,37.23,44.295
2022135,37.53,44.295
2022136,37.93,44.295
2022137,37.4,44.295
2022138,36.09,44.295
2022139,35.76,44.295
2022140,35.91,44.295
2022141,36.19,44.295
2022142,35.94,44.295
2022143,36.08,44.295
2022144,37.1,44.295
2022145,38.85,44.295
2022146,38.55,44.295
2022147,39.95,44.295
2022148,40.13,44.295
2022149,39.9,44.295
2022150,39.9,44.295
2022151,40.6,44.295
2022152,40.61,44.295
2022153,40.72,44.295
2022154,40.61,44.295
2022155,40.5,44.295
2022156,40.79,44.295
2022157,40.76,44.295
2022158,39.85,44.295
2022159,39.75,44.295
2022160,40.06,44.295
2022161,41.14,44.295
2022162,41.7,44.295
2022163,42.35,44.295
2022164,43.6,44.295
2022165,43.06,44.295
2022166,42.9,44.295
2022167,43.2,44.295
2022168,42.59,44.295
2022169,42.75,44.295
2022170,43,44.295
2022171,42.96,44.295
2022172,43.1,44.295
2022173,43.39,44.295
2022174,43.73,44.295
2022175,43.78,44.295
2022176,43.71,44.295
2022177,43.34,44.295
2022178,43.62,44.295
2022179,43.34,44.295
2022180,43.28,44.295
2022181,42.76,44.295
2022182,42.04,44.295
2022183,42.71,44.295
2022184,42.68,44.295
2022185,43.26,44.295
2022186,43.11,44.295
2022187,42.69,44.295
2022188,42.8,44.295
2022189,43.86,44.295
2022190,44.2,44.295
2022191,45.18,44.295
2022192,45.08,44.295
2022193,45.24,44.295
2022194,45.44,44.295
2022195,45.48,44.295
2022196,45.1,44.295
2022197,44.99,44.295
2022198,44.99,44.295
2022199,44.98,44.295
2022200,44.78,44.295
2022201,44.86,44.295
2022202,45.5,44.295
2022203,44.96,44.295
2022204,44.74,44.295
2022205,44.72,44.295
2022206,44.82,44.295
2022207,44.5,44.295
2022208,44.3,44.295
2022209,44.1,44.295
2022210,44.3,44.295
2022211,43.28,44.295
2022212,42.96,44.295
2022213,43.1,44.295
2022214,42.88,44.295
2022215,42.64,44.295
2022216,42.53,44.295
2022217,42.42,44.295
2022218,42.38,44.295
2022219,41.5,44.295
2022220,41.97,44.295
2022221,42.04,44.295
2022222,41.52,44.295
2022223,40.8,44.295
2022224,41.05,44.295
2022225,41.86,44.295
2022226,42.13,44.295
2022227,42.81,44.295
2022228,44.01,44.295
2022229,43.85,44.295
2022230,44.78,44.295
2022231,45.5,44.295
2022232,45.49,44.295
2022233,45.59,44.295
2022234,46.01,44.295
2022235,45.58,44.295
2022236,45.65,44.295
2022237,45.23,44.295
2022238,45.2,44.295
2022239,43.48,44.295
2022240,41.36,44.295
2022241,40.94,44.295
2022242,38.54,44.295
2022243,37.18,44.295
2022244,36.9,44.295
2022245,36.35,44.295
2022246,35.88,44.295
2022247,34.41,44.295
2022248,32.71,44.295
2022249,28.69,44.295
2022250,29.41,44.295
2022251,30.28,44.295
2022252,26.33,44.295
2022253,26.95,44.295
2022254,23.3,44.295
2022255,24.8,44.295
2022256,22.42,44.295
2022257,23.09,44.295
2022258,23.3,44.295
2022259,21.59,44.295
2022260,23.59,44.295
2022261,25.48,44.295
2022262,26.31,44.295
2022263,25.37,44.295
2022264,23.99,44.295
2022265,23.36,44.295
2022266,21.97,44.295
2022267,22.12,44.295
2022268,21.01,44.295
2022269,21.78,44.295
2022270,22.72,44.295
2022271,22.89,44.295
2022272,24.12,44.295
2022273,23.62,44.295
2022274,21.93,44.295
2022275,21.15,44.295
2022276,21.63,44.295
2022277,21.82,44.295
2022278,20.95,44.295
2022279,21.68,44.295
2022280,23.04,44.295
2022281,22.33,44.295
2022282,23.6,44.295
2022283,25.14,44.295
2022284,26.07,44.295
2022285,24.35,44.295
2022286,23.02,44.295
2022287,23.96,44.295
2022288,23.78,44.295
2022289,24.2,44.295
2022290,24.47,44.295
2022291,23.86,44.295
2022292,23.63,44.295
2022293,22.5,44.295
2022294,22.27,44.295
2022295,22.54,44.295
2022296,24.3,44.295
2022297,24.08,44.295
2022298,24.47,44.295
2022299,24.02,44.295
2022300,24.1,44.295
2022301,27.56,44.295
2022302,29.55,44.295
2022303,32.16,44.295
2022304,32.12,44.295
2022305,30.75,44.295
2022306,31.92,44.295
2022307,32.87,44.295
2022308,34.46,44.295
2022309,34.34,44.295
2022310,37.29,44.295
2022311,37.61,44.295
2022312,36.38,44.295
2022313,35.61,44.295
2022314,33.13,44.295
2022315,33.34,44.295
2022316,32.7,44.295
2022317,34.33,44.295
2022318,34.28,44.295
2022319,34.14,44.295
2022320,33.65,44.295
2022321,33.46,44.295
2022322,34.62,44.295
2022323,32.9,44.295
2022324,33.53,44.295
2022325,32.88,44.295
2022326,33.7,44.295
2022327,33.72,44.295
2022328,33.1,44.295
2022329,34.9,44.295
2022330,34.59,44.295
2022331,35.64,44.295
2022332,35.5,44.295
2022333,34.66,44.295
2022334,33.85,44.295
2022335,34.97,44.295
2022336,35.98,44.295
2022337,35.76,44.295
2022338,36.73,44.295
2022339,36.76,44.295
2022340,36.2,44.295
2022341,36.24,44.295
2022342,36.74,44.295
2022343,36.04,44.295
2022344,35.81,44.295
2022345,35.41,44.295
2022346,34.62,44.295
2022347,34.48,44.295
2022348,34.13,44.295
2022349,32.78,44.295
2022350,32.52,44.295
2022351,33.81,44.295
2022352,34.5,44.295
2022353,34.27,44.295
2022354,34.16,44.295
2022355,33.83,44.295
2022356,34.14,44.295
2022357,35.74,44.295
2022358,36.06,44.295
2022359,35.27,44.295
2022360,34.95,44.295
2022361,34.6,44.295
2022362,34.22,44.295
2022363,35.12,44.295
2022364,34.28,44.295
2022365,33.71,44.295
2022366,34.59,44.295
2022367,34.66,44.295
2022368,35.18,44.295
2022369,34.79,44.295
2022370,36.04,44.295
2022371,34.86,44.295
2022372,34.4,44.295
2022373,34.21,44.295
2022374,34.46,44.295
2022375,35.49,44.295
2022376,35.66,44.295
2022377,34.73,44.295
2022378,35.07,44.295
2022379,35.28,44.295
2022380,34.43,44.295
2022381,34.86,44.295
2022382,34.16,44.295
2022383,34.04,44.295
2022384,33.77,44.295
2022385,32.98,44.295
2022386,30.88,44.295
2022387,30.72,44.295
2022388,29.99,44.295
2022389,29.71,44.295
2022390,28.84,44.295
2022391,30.34,44.295
2022392,29.55,44.295
2022393,29.53,44.295
2022394,29.23,44.295
2022395,29.07,44.295
2022396,29.99,44.295
2022397,31.49,44.295
2022398,31.56,44.295
2022399,32.15,44.295
2022400,31.86,44.295
2022401,31.98,44.295
2022402,30.67,44.295
2022403,31.03,44.295
2022404,30.19,44.295
2022405,30.7,44.295
2022406,31.08,44.295
2022407,31.57,44.295
2022408,31.11,44.295
2022409,31.07,44.295
2022410,31.94,44.295
2022411,31.41,44.295
2022412,29.91,44.295
2022413,28.36,44.295
2022414,27.94,44.295
2022415,28.46,44.295
2022416,29.67,44.295
2022417,31.49,44.295
2022418,31.58,44.295
2022419,32.3,44.295
2022420,31.68,44.295
2022421,37.38,44.295
2022422,40.23,44.295
2022423,39.17,44.295
2022424,37.7,44.295
2022425,38.05,44.295
2022426,38.71,44.295
2022427,39.02,44.295
2022428,39.21,44.295
2022429,38.9,44.295
2022430,39.04,44.295
2022431,39.56,44.295
2022432,41.7,44.295
2022433,41.71,44.295
2022434,41.34,44.295
2022435,41.78,44.295
2022436,40.96,44.295
2022437,42.14,44.295
2022438,42.85,44.295
2022439,42.78,44.295
2022440,43.61,44.295
2022441,42.43,44.295
2022442,42.22,44.295
2022443,42.47,44.295
2022444,41.43,44.295
2022445,41.1,44.295
2022446,42.09,44.295
2022447,43.13,44.295
2022448,42.12,44.295
2022449,41.99,44.295
2022450,41.53,44.295
2022451,39.77,44.295
2022452,40.5,44.295
2022453,41.79,44.295
2022454,41.75,44.295
2022455,41.6,44.295
2022456,41.61,44.295
2022457,41.29,44.295
2022458,41.1,44.295
2022459,41,44.295
2022460,40.92,44.295
2022461,43.18,44.295
2022462,44.15,44.295
2022463,43.17,44.295
2022464,42.88,44.295
2022465,43.23,44.295
2022466,42.93,44.295
2022467,43.03,44.295
2022468,42.36,44.295
2022469,42.72,44.295
2022470,42.05,44.295
2022471,42.35,44.295
2022472,42.27,44.295
2022473,41.08,44.295
2022474,39.31,44.295
2022475,40.03,44.295
2022476,38.64,44.295
2022477,39.28,44.295
2022478,37.93,44.295
2022479,38.31,44.295
2022480,39.67,44.295
2022481,39.95,44.295
2022482,40.5,44.295
2022483,41.56,44.295
2022484,42.06,44.295
2022485,41.87,44.295
2022486,43.03,44.295
2022487,43.56,44.295
2022488,44.31,44.295
2022489,45.33,44.295
2022490,45.39,44.295
2022491,45.43,44.295
2022492,44.88,44.295
2022493,46.07,44.295
2022494,47,44.295
2022495,47.14,44.295
2022496,47.83,44.295
2022497,47.96,44.295
2022498,46.98,44.295
2022499,46.84,44.295
2022500,48.1,44.295
2022501,49.31,44.295
2022502,49.24,44.295
2022503,49.18,44.295
2022504,50.77,44.295
2022505,50.14,44.295
2022506,50.3,44.295
2022507,49.89,44.295
2022508,50.6,44.295
2022509,49.41,44.295
2022510,48.8,44.295
2022511,49.27,44.295
2022512,50.42,44.295
2022513,48.76,44.295
2022514,48.35,44.295
2022515,48.01,44.295
2022516,48.74,44.295
2022517,48.46,44.295
2022518,49.26,44.295
2022519,48.31,44.295
2022520,50.17,44.295
2022521,49.46,44.295
2022522,49.72,44.295
2022523,49.53,44.295
2022524,49.85,44.295
2022525,49.58,44.295
2022526,49.06,44.295
2022527,49.02,44.295
2022528,49.23,44.295
2022529,49.56,44.295
2022530,49.35,44.295
2022531,50.43,44.295
2022532,50.84,44.295
2022533,48.46,44.295
2022534,48.01,44.295
2022535,48.32,44.295
2022536,48.15,44.295
2022537,49.49,44.295
2022538,49.44,44.295
2022539,50.99,44.295
2022540,51.32,44.295
2022541,50.9,44.295
2022542,50.97,44.295
2022543,50.58,44.295
2022544,52.34,44.295
2022545,52.35,44.295
2022546,52.23,44.295
2022547,53.22,44.295
2022548,53.2,44.295
2022549,53.96,44.295
2022550,53.45,44.295
2022551,54.38,44.295
2022552,54.32,44.295
2022553,54.41,44.295
2022554,53.33,44.295
2022555,53.59,44.295
2022556,53.62,44.295
2022557,54.07,44.295
2022558,53.88,44.295
2022559,53.15,44.295
2022560,54.84,44.295
2022561,54.93,44.295
2022562,54.32,44.295
2022563,55.15,44.295
2022564,55.44,44.295
2022565,55.86,44.295
2022566,55.54,44.295
2022567,55.99,44.295
2022568,55.13,44.295
2022569,54.69,44.295
2022570,54.55,44.295
2022571,54.77,44.295
2022572,54.9,44.295
2022573,54.92,44.295
2022574,54.21,44.295
2022575,54.77,44.295
2022576,52.27,44.295
2022577,52.38,44.295
2022578,52.5,44.295
2022579,52.01,44.295
2022580,52.62,44.295
2022581,52.97,44.295
2022582,51.74,44.295
2022583,52.1,44.295
2022584,51.42,44.295
2022585,52.01,44.295
2022586,51.03,44.295
2022587,52.16,44.295
2022588,50.5,44.295
2022589,49.78,44.295
2022590,48.35,44.295
2022591,49.53,44.295
2022592,49.64,44.295
2022593,49.44,44.295
2022594,49.74,44.295
2022595,49.33,44.295
2022596,48.51,44.295
2022597,46.48,44.295
2022598,47.36,44.295
2022599,48.85,44.295
2022600,48.61,44.295
2022601,49.18,44.295
2022602,50.29,44.295
2022603,49.83,44.295
2022604,49.76,44.295
2022605,50.64,44.295
2022606,50.04,44.295
2022607,49.55,44.295
2022608,49.99,44.295
2022609,50.58,44.295
2022610,50.97,44.295
2022611,52.52,44.295
2022612,52.72,44.295
2022613,52.54,44.295
2022614,53.27,44.295
2022615,52.83,44.295
2022616,52.89,44.295
2022617,52.37,44.295
2022618,51.41,44.295
2022619,51.88,44.295
2022620,50.49,44.295
2022621,50.67,44.295
2022622,51.26,44.295
2022623,51.61,44.295
2022624,52.66,44.295
2022625,52.2,44.295
2022626,51.99,44.295
2022627,51.55,44.295
2022628,52.26,44.295
2022629,53.3,44.295
2022630,53.3,44.295
2022631,52.39,44.295
2022632,52.64,44.295
2022633,52.84,44.295
2022634,52.03,44.295
2022635,52.27,44.295
2022636,51.37,44.295
2022637,52.54,44.295
2022638,51.93,44.295
2022639,52.16,44.295
2022640,52.67,44.295
2022641,52.07,44.295
2022642,49.75,44.295
2022643,49.95,44.295
2022644,51.7,44.295
2022645,52.87,44.295
2022646,53.3,44.295
2022647,54.95,44.295
2022648,54.84,44.295
2022649,55.26,44.295
2022650,55.44,44.295
2022651,54.89,44.295
2022652,54.37,44.295
2022653,56.88,44.295
2022654,56.2,44.295
2022655,57.09,44.295
2022656,57,44.295
2022657,57.33,44.295
2022658,57.19,44.295
2022659,56.36,44.295
2022660,56.63,44.295
2022661,57.75,44.295
2022662,58.01,44.295
2022663,58.1,44.295
2022664,58.18,44.295
2022665,57.59,44.295
2022666,57.71,44.295
2022667,58.21,44.295
2022668,58.18,44.295
2022669,57.82,44.295
2022670,57.46,44.295
2022671,57.9,44.295
2022672,59.67,44.295
2022673,59.43,44.295
2022674,59.88,44.295
2022675,59.08,44.295
2022676,59.51,44.295
2022677,59.39,44.295
2022678,58.87,44.295
2022679,59.2,44.295
2022680,59.48,44.295
2022681,59.27,44.295
2022682,61.22,44.295
2022683,60.23,44.295
2022684,60.18,44.295
2022685,59.52,44.295
2022686,57.72,44.295
2022687,58.64,44.295
2022688,58.89,44.295
2022689,58.54,44.295
2022690,58.73,44.295
2022691,55.29,44.295
2022692,55.38,44.295
2022693,55.08,44.295
2022694,56.59,44.295
2022695,56.45,44.295
2022696,56.17,44.295
2022697,57.34,44.295
2022698,58.26,44.295
2022699,58.13,44.295
2022700,57.42,44.295
2022701,56.71,44.295
2022702,56,44.295
2022703,56.09,44.295
2022704,55.89,44.295
2022705,56.96,44.295
2022706,56.17,44.295
2022707,56.42,44.295
2022708,58.86,44.295
2022709,59.35,44.295
2022710,60,44.295
2022711,59.75,44.295
2022712,60.38,44.295
2022713,60.82,44.295
2022714,60.71,44.295
2022715,60.67,44.295
2022716,60.77,44.295
2022717,61.2,44.295
2022718,63.25,44.295
2022719,63.33,44.295
2022720,64.19,44.295
2022721,64.5,44.295
2022722,64,44.295
2022723,64.36,44.295
2022724,65.33,44.295
2022725,66.96,44.295
2022726,66.3,44.295
2022727,66.05,44.295
2022728,66.01,44.295
2022729,65.4,44.295
2022730,64.11,44.295
2022731,62.44,44.295
2022732,60.1,44.295
2022733,62.06,44.295
2022734,63.95,44.295
2022735,64.5,44.295
2022736,62.78,44.295
2022737,63,44.295
2022738,64.22,44.295
2022739,63.47,44.295
2022740,63.64,44.295
2022741,64.3,44.295
2022742,65.69,44.295
2022743,66,44.295
2022744,66.71,44.295
2022745,66.56,44.295
2022746,64.9,44.295
2022747,61.75,44.295
2022748,63.53,44.295
2022749,62.75,44.295
2022750,62.02,44.295
2022751,61.92,44.295
2022752,61.06,44.295
2022753,60.67,44.295
2022754,59.55,44.295
2022755,55.09,44.295
2022756,56.75,44.295
2022757,52.51,44.295
2022758,48.94,44.295
2022759,49.97,44.295
2022760,50.76,44.295
2022761,47.2,44.295
